	target_id	transcript_version	ens_gene	ext_gene_x	description	transcript_biotype	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	GeneID	Uniprot	Synonyms	Target	PTM	Fluor	Species	Clone	Isotype	Reactivity	Vendor	Cat No	Channel	Expected	Hs_confidence	Hs_signoff	Mm_confidence	Mm_signoff	JRL_bio	SM_notes	SS_list	dil	expt_TON	sample_TON	cyc_TON	ch_TON	dil_TON	eval_TON	TMA_expt	TMA_sample	TMA_cyc	TMA_ch	Unnamed: 32	eval_TMA	other	sample	ch	cycle	note	ext_gene_y
14	ENST00000584908	5.0	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]	retained_intron	6.659381977103791e-05	0.0698739065919454	1.7273853900099	0.43313075662739703	5.09442565490481	1.67386863886285	0.28097372955879996	0.657037532124306	0.4214453836512171	0.657037532124306	ERBB2	P04626	EGFR2	HER2	none	eFluor 570	xxx	MJD2	xxx		eBioscience	41-9757-80	PE/555/Cy3	xxx	Level 2				Level 1	Level 1	Works	discontinued	ZM_AbVal2	TON6	5.0	3.0			discontinued											ERBB2
15	ENST00000445658	6.0	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]	protein_coding	8.8593859183811e-05	0.0804255053670637	2.2169748703062404	0.565572437043263	6.560615172306781	2.80859916930116	0.5025800237457371	1.09678088396954	0.217139182317225	1.09678088396954	ERBB2	P04626	EGFR2	HER2	none	Phycoerythrin	rabbit	29D8	IgG		CST	98710S	PE/555/Cy3		in progress							x	CAJ_AbVal11	TON2	6.0	3.0			CAJ_TMA5_7	TMA5	14.0	3.0								ERBB2
16	ENST00000445658	6.0	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]	protein_coding	8.8593859183811e-05	0.0804255053670637	2.2169748703062404	0.565572437043263	6.560615172306781	2.80859916930116	0.5025800237457371	1.09678088396954	0.217139182317225	1.09678088396954	ERBB2	P04626	EGFR2	HER2	none	Alexa Fluor 647	xxx	24D2	xxx		BioLegend	324412	647/Cy5	xxx	Level 0				Level 0	Level 0	no comment	x	ZM_AbVal2	TON4	6.0	4.0			CAJ_TMA5_7	TMA5	13.0	4.0								ERBB2
17	ENST00000445658	6.0	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]	protein_coding	8.8593859183811e-05	0.0804255053670637	2.2169748703062404	0.565572437043263	6.560615172306781	2.80859916930116	0.5025800237457371	1.09678088396954	0.217139182317225	1.09678088396954	ERBB2	P04626	EGFR2	HER2	none	eFluor 570	xxx	MJD2	xxx		eBioscience	41-9757-80	PE/555/Cy3	xxx	Level 2				Level 1	Level 1	Works	discontinued	ZM_AbVal2	TON6	5.0	3.0			discontinued											ERBB2
18	ENST00000216117	8.0	ENSG00000100292	HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	protein_coding	7.339005406866029e-06	0.0248802211668171	-1.12562326952559	0.251052782723655	6.4402185653906905	0.631979668351764	0.00471078622888903	0.310426712337565	0.22632541840179998	0.310426712337565	HMOX1	P09601	HMOX1;Heme Oxygenase 1	HO1	none	Alexa Fluor 488	rabbit	EPR1390Y	IgG	H (no others mentioned)	Abcam	ab214643	FITC/488	xxx	Level 0		Level 0		no comment	no comment	background (treated crios)	200	CAJ_AbVal7	TON4	7.0	2.0			CAJ_TMA2_4	TMA4	10.0	2.0								HMOX1
19	ENST00000268296	8.0	ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	protein_coding	1.2278970654941301e-05	0.0320894154015997	-1.23189535416435	0.281732251705915	6.613396485843429	0.7753371771933821	0.017066312604808998	0.379798995651616	0.21341119833259303	0.379798995651616	ITGAX	P20702	ITGAX; Integrin alpha X	CD11C	none	none	rabbit	D3V1E	IgG		CST	45581S	primary, rabbit	DC, also mono/mac/PMN	Level 2				no comment	no comment	no comment	300	ZM_AbVal2	TON1	4.0	2.0	300	Cytoplasmic. Subset of cells with dendritic organization. Co-stains with CD11-e570.	CAJ_TMA5_7	TMA5	3.0	2.0			ZM2_003_PDAC	all	3.0	2.0		ITGAX
20	ENST00000268296	8.0	ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	protein_coding	1.2278970654941301e-05	0.0320894154015997	-1.23189535416435	0.281732251705915	6.613396485843429	0.7753371771933821	0.017066312604808998	0.379798995651616	0.21341119833259303	0.379798995651616	ITGAX	P20702	ITGAX; Integrin alpha X	CD11C	none	eFluor 570	Mouse	118/A5	IgG2b		eBioscience	41-9761-80	PE/555/Cy3	DC, also mono/mac/PMN	Level 2				Level 2	Level 2	May work	discontinued	ZM_AbVal2	TON1	7.0	3.0			discontinued						ZM1_051_Nicole3	LP40	10.0	3.0		ITGAX
21	ENST00000268296	8.0	ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	protein_coding	1.2278970654941301e-05	0.0320894154015997	-1.23189535416435	0.281732251705915	6.613396485843429	0.7753371771933821	0.017066312604808998	0.379798995651616	0.21341119833259303	0.379798995651616	ITGAX	P20702	ITGAX; Integrin alpha X	CD11C	none	Biotin	mouse	188/A5	IgG2b		Thermo Fisher	13-9761-82										x	CAJ_AbVal11	TON4	3.0	4.0			x											ITGAX
22	ENST00000268296	8.0	ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	protein_coding	1.2278970654941301e-05	0.0320894154015997	-1.23189535416435	0.281732251705915	6.613396485843429	0.7753371771933821	0.017066312604808998	0.379798995651616	0.21341119833259303	0.379798995651616	ITGAX	P20702	ITGAX; Integrin alpha X	CD11C	none	Phycoerythrin	mouse	Bu15	IgG1		BioLegend	337205	PE/555/Cy3		in progress							x	x						CAJ_TMA11_13	TMA12	10.0	3.0	CD11C	100	ZM2_011_Vignesh	CHL	6.0	3.0		ITGAX
23	ENST00000268296	8.0	ENSG00000140678	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	protein_coding	1.2278970654941301e-05	0.0320894154015997	-1.23189535416435	0.281732251705915	6.613396485843429	0.7753371771933821	0.017066312604808998	0.379798995651616	0.21341119833259303	0.379798995651616	ITGAX	P20702	ITGAX; Integrin alpha X	CD11C	none	APC	mouse	Bu15	IgG1		BioLegend	337207	647/Cy5									x	cue						cued						ZM2_011_Vignesh	Thymus	7.0	3.0		ITGAX
24	ENST00000548657	5.0	ENSG00000135480	KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	processed_transcript	1.89944309921779e-05	0.0378289438194933	2.43595108263763	0.5696272761366851	1.76757164487332	3.09852944314306	0.136228749278077	1.48614741931642	1.19161618849091	1.48614741931642	KRT7	P08729		CK7	none	Alexa Fluor 555	rabbit	EPR17078	IgG	H (M Rt)	Abcam	ab209601	PE/555/Cy3		in progress		Level 2					3000	CAJ_AbVal5	TON2	7.0	3.0			CAJ_TMA5_7	TMA5	8.0	3.0	GREAT - high Lung AC staining, some PDAC, negative elsewhere							KRT7
25	ENST00000548088	1.0	ENSG00000135480	KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	retained_intron	4.40116617371441e-05	0.0527168016649034	1.95850494337302	0.47939786580118204	3.40182900649975	2.09803770011623	0.0986406221156063	1.0504709465580302	0.930385308930596	1.0504709465580302	KRT7	P08729		CK7	none	Alexa Fluor 555	rabbit	EPR17078	IgG	H (M Rt)	Abcam	ab209601	PE/555/Cy3		in progress		Level 2					3000	CAJ_AbVal5	TON2	7.0	3.0			CAJ_TMA5_7	TMA5	8.0	3.0	GREAT - high Lung AC staining, some PDAC, negative elsewhere							KRT7
26	ENST00000551130	1.0	ENSG00000135480	KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	retained_intron	9.3243223483768e-05	0.0837644670464962	2.2257947103819102	0.5696163240450289	3.00325116963794	2.8406557136574704	0.118493878676708	1.5038199044161498	0.974109094634126	1.5038199044161498	KRT7	P08729		CK7	none	Alexa Fluor 555	rabbit	EPR17078	IgG	H (M Rt)	Abcam	ab209601	PE/555/Cy3		in progress		Level 2					3000	CAJ_AbVal5	TON2	7.0	3.0			CAJ_TMA5_7	TMA5	8.0	3.0	GREAT - high Lung AC staining, some PDAC, negative elsewhere							KRT7
27	ENST00000481337	5.0	ENSG00000170017	ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	processed_transcript	1.78703287099762e-05	0.0378289438194933	2.31376214847942	0.539343210165863	2.18420975533328	2.63451575225639	0.383683133880049	0.9101125824639009	1.07077235788004	1.07077235788004	ALCAM	Q13740	MEMD	CD166	none	Alexa Fluor 488	rabbit	EPR2759(2)	IgG	H (M Rat)	Abcam	ab197543	FITC/488	activated leukocytes	Level 1		Level 0		no comment	no comment	May work		x						CAJ_TMA2_4	TMA2	11.0	2.0								ALCAM
